word1 word2 Score
data information 8.63
retreat descend 4.25
pill medication 7.83
banana fruit 9.72
pork hog 3.58
present future 1.03
cup container 8.58
ballerina dancer 10.0
leather material 9.23
squid octopus 3.78
trunk tree 1.67
shell turtle 1.5
swan animal 9.75
plant turnip 0.77
effect reaction 3.47
deny repress 6.22
price worth 7.0
leg arm 0.95
comma punctuation 9.45
ruby jewel 9.87
shelf counter 3.18
pastry food 8.83
kangaroo animal 10.0
swing set 1.03
skin tissue 7.83
antidote drug 7.92
brown green 1.28
frustration anger 8.58
violin viola 3.05
hurt insult 6.53
trunk oasis 0.35
instrument scalpel 2.5
pavement road 5.73
damage harm 7.3
strawberry fruit 10.0
pint amount 9.33
profit loss 0.18
take kidnap 7.33
symbol letter 2.57
look glance 7.57
popcorn food 9.75
update inform 6.07
gull bird 9.05
recall remember 8.72
hammer cancer 0.52
lunch food 6.15
agreement bench 0.25
education empire 1.67
buzz fly 3.2
pleasure herd 0.0
skyscraper building 9.87
chew grind 4.1
wing bat 0.38
fault mistake 6.43
worker farmer 2.17
lot quantity 8.33
faculty school 3.78
disperse separate 7.12
pronoun word 9.4
toll fee 9.33
waterfall tennis 0.7
take keep 4.28
pardon persuade 1.67
forest jungle 5.33
carpenter worker 9.55
point pencil 0.97
jog run 7.18
pavement street 4.48
house structure 8.03
accelerate increase 8.33
educate teach 9.17
poet writer 9.5
bend turn 7.08
custard building 0.0
screwdriver hammer 1.37
blame drink 0.13
olympics event 9.67
blame put 0.97
mussel seafood 8.88
idol sword 0.48
trunk elephant 1.28
rubber material 9.37
ozone atmosphere 7.43
person publisher 3.72
worker carpenter 2.27
activity hobby 6.83
plant animal 0.13
haven shelter 4.4
dusk evening 7.78
zucchini squash 7.3
biscuit cookie 5.13
sit lounge 6.53
saturn venus 1.28
marrow bone 3.83
intellect knowledge 6.07
caption technique 1.67
shovel tool 9.7
eight number 9.62
meal snack 2.82
bug creature 8.97
staff school 0.75
pleasure pain 2.33
haze fog 7.83
physiology study 8.57
mole animal 9.67
gold metal 9.72
decline descend 4.17
sum amount 6.07
loft attic 5.25
essay paragraph 2.38
dismiss go 3.97
foot measure 8.47
tablet medicine 7.92
restroom alligator 0.42
view perception 7.73
navigator explorer 6.8
wit humor 8.45
hesitate wait 8.08
trench ditch 8.68
star shell 1.8
helium gas 10.0
activity movement 6.25
puberty period 5.5
bedroom home 1.17
fruit cherry 1.15
stack pile 5.97
helmet protection 8.63
stink dismiss 1.03
pedal bike 0.9
get increase 4.33
allow accept 6.67
horn bull 1.12
horn instrument 8.58
lunch supper 0.75
flea insect 9.48
weapon sword 2.73
video television 2.42
lesson instruction 9.17
fail operate 1.22
give take 1.55
restriction rule 8.63
haystack winner 0.25
back body 3.47
race competition 8.57
field stadium 4.83
carpet rug 5.45
scene movie 3.33
speaker hell 0.38
hamper hold 3.33
leader king 4.55
heel shoe 3.58
torch light 7.92
dagger weapon 9.85
unemployment employment 0.77
smash destroy 8.75
society people 3.33
kid parent 0.52
princess royalty 8.97
fraternity club 9.1
silk fabric 9.48
bowl plate 3.33
disintegrate burn 5.42
weapon dagger 1.9
lunch violin 0.25
heel foot 2.18
suitcase bag 9.45
bouillon broth 7.12
knee joint 8.88
murderer killer 9.83
appliance washer 1.15
climb descend 1.17
peace truce 6.38
lunch breakfast 0.15
head body 2.82
pull tug 6.67
beer alcohol 9.75
statue art 9.48
daughter child 9.37
athlete runner 3.67
oboe instrument 10.0
maid servant 8.82
joke humor 6.95
lollipop candy 9.85
hold wait 6.12
claim say 4.52
legislature government 5.97
atom mythology 0.35
television medium 8.82
maximum extremity 5.93
letter character 7.57
leg chair 0.75
price value 7.58
stone rock 7.43
shutter camera 0.33
crave desire 8.08
hint suggestion 8.75
door entrance 8.58
beaver animal 9.75
gravy food 8.78
extension addition 5.42
chimpanzee gorilla 3.47
flee run 7.92
skin hair 1.95
hornet wasp 5.0
fingernail finger 1.5
microscope telescope 2.83
bridge cross 1.28
nitrogen element 9.58
weed grass 4.77
refuse deny 7.57
keyboard computer 2.57
hate reflect 4.17
recall ask 4.0
back front 0.77
billboard sign 8.67
move hustle 4.5
give send 6.53
kidney organ 9.87
snack meal 8.83
return send 5.0
headache pain 9.87
duck bird 9.58
spatula utensil 9.75
water liquid 9.75
twilight dusk 6.82
tissue meal 0.67
pier bridge 2.63
handbag bowl 0.0
dog animal 9.62
aroma scent 7.17
invent make 7.15
biologist chemist 2.82
principle idea 5.42
camel animal 10.0
sickness illness 6.92
haul carry 8.5
foundation organization 6.67
flake snow 3.67
insult hurt 9.17
notion idea 7.57
chorus song 4.03
chisel tool 9.75
repentance sorrow 5.7
strike blow 7.42
princess fortune 1.92
warn advise 9.58
hell inferno 5.28
contract document 9.72
think suspect 4.17
almond peanut 2.0
wall room 0.83
explain express 6.53
weakness strength 3.33
grape extremity 0.6
crook sickness 1.95
lamb animal 10.0
land domain 5.9
sliver piece 4.75
north south 0.9
admit deny 1.32
triangle shape 9.5
asia africa 0.7
silver metal 9.72
brook stream 5.7
empathy feeling 8.85
ask beg 4.48
blow annihilate 3.72
snake serpent 8.85
touch grab 4.62
medication medicine 8.33
lizard creature 9.72
story writing 8.33
motion action 7.73
beaker cup 6.28
biology study 9.23
prohibit disallow 8.33
portion amount 8.75
bowl bowling 3.85
gangster gang 2.37
governor politician 8.08
vehicle utensil 0.95
threshold edge 5.63
king monarch 9.1
ride walk 1.42
tractor truck 6.12
conflict war 6.12
curve superstition 0.6
onion food 9.87
impression avenue 0.13
abuse mistreat 8.83
trauma condition 7.5
remorse repentance 3.5
ankle leg 1.67
fiddle instrument 9.5
baseball football 0.67
creature wolf 1.38
adult child 0.6
squash meaning 0.25
horse team 0.6
calculator computer 9.33
creation event 4.75
tissue bridge 0.67
climax story 2.57
ascend leave 1.8
neck stream 0.3
paddy rice 2.57
keg container 9.67
mosquito insect 8.93
twine string 7.67
aim direct 8.33
adverb noun 1.67
oak pine 1.38
sell buy 1.53
perception vision 6.25
munch chew 6.97
bride wedding 1.33
primate animal 8.33
date appointment 7.78
example instance 4.03
hen chicken 9.45
stump tree 4.55
flesh human 1.67
alley road 7.63
knock rap 6.67
twig branch 7.43
antler horn 8.83
observe watch 8.58
pan dish 6.52
fade vanish 7.43
renounce shake 1.83
embrace hold 8.5
philosophy study 8.05
detergent cleaner 9.03
position location 7.3
cricket sport 9.37
rain shower 5.73
flour wedding 0.25
blueberry berry 10.0
bury cover 5.9
hitchhike call 1.53
quiz test 8.72
cabbage vegetable 9.85
education school 3.33
advise teach 7.5
cleaner soap 2.88
horn car 1.42
erode decay 8.47
add multiply 1.22
plum tree 6.25
rainbow sky 1.37
stop begin 0.38
foundation base 7.7
lobby building 1.92
seal mammal 8.58
meatball food 9.88
reserve hold 7.88
lean lay 2.5
butterfly insect 9.1
rifle pistol 3.72
speak knock 0.97
boulevard road 8.22
inspect search 6.33
sunset sunrise 0.52
meaning liberty 1.12
power clay 0.55
disorder order 3.2
pitchfork mixture 1.0
runner athlete 8.57
migraine headache 8.58
bother tease 3.18
football ball 9.37
louse bug 8.0
elk deer 5.9
strike miss 2.62
shake shiver 5.45
courage bravery 7.18
motorcycle vehicle 9.85
selection process 7.17
bottle container 9.75
direct aim 5.67
intestine liver 1.42
foresight knowledge 6.5
love feeling 10.0
recreation sport 4.1
thief crook 9.05
tissue bone 2.0
abdomen body 2.98
party event 9.33
female bracelet 0.13
erode deteriorate 7.37
instrument tuba 0.55
trigonometry algebra 3.08
louse flea 4.62
algebra math 10.0
tomato vegetable 2.63
silk cotton 2.17
jewelry earring 2.18
brother sister 1.52
slide move 8.47
tote carry 4.25
vanity conceit 4.87
whale cricket 0.13
clerk person 8.97
announce say 7.58
parsley food 8.75
rub wipe 8.62
novice beginner 7.05
dandruff flake 7.78
fairytale story 9.87
keyboard organ 5.38
magazine newspaper 3.97
movement motion 8.2
disagreement conflict 8.78
horn goat 1.0
goat kid 4.75
island land 9.05
starboard port 3.2
commander lieutenant 4.17
force power 5.3
machine computer 2.43
move unload 3.62
chicken food 8.85
hostage captive 9.3
diamond gem 9.45
berry cherry 2.08
cape cloak 8.33
movement activity 7.82
pine tree 9.75
storm typhoon 3.33
sport volleyball 0.63
scalpel instrument 7.58
boulevard street 8.62
death birth 0.77
myth legend 6.28
oak necklace 0.25
peanut cashew 1.67
calculate deliver 1.17
nicotine tobacco 3.33
otter animal 9.83
stomach abdomen 3.97
cathedral building 9.48
destiny sailor 0.13
raisin fruit 9.03
pudding dessert 8.72
horse stud 3.33
bugle instrument 10.0
reflection thought 9.67
letter alphabet 4.08
deny refuse 8.58
inform update 6.33
peach fruit 10.0
crater volcano 1.67
chest breast 4.58
pea food 9.48
amateur possession 0.7
girl woman 7.83
faith loyalty 6.42
road highway 4.3
director conductor 7.83
seal animal 9.7
army defense 6.67
gorilla primate 9.87
granite stone 9.83
three six 3.0
ability leadership 3.62
shrub plant 9.23
pork pig 3.33
appliance spine 0.13
service mistake 0.55
mistake ruler 0.25
animal mammal 1.25
annihilate kill 8.33
cat mammal 8.5
gun weapon 9.87
sea water 7.83
collect spin 0.15
salmon fish 10.0
book atlas 1.37
virtue quality 8.62
praise approval 8.72
casket box 8.33
satan god 3.18
wood forest 3.18
dolphin mammal 8.97
publication magazine 6.12
letter mail 8.18
pray communicate 4.83
welfare benefit 9.05
constitution document 7.67
control hold 4.45
street shrimp 0.13
delay show 0.15
accept deny 0.92
gathering feast 2.12
term period 7.12
vegetable tomato 1.67
drum instrument 9.5
boyfriend lover 8.97
argue rationalize 4.45
bassinet cradle 5.97
fish bass 0.83
scalpel canary 0.6
tissue organ 4.62
magnify increase 6.95
moth butterfly 4.28
bulletin message 8.88
competence war 0.77
absence medicine 0.63
capacity limit 7.95
star symbol 8.18
blackberry food 10.0
hatchet tool 8.67
celery lettuce 1.9
assignment task 9.33
split tear 6.17
breeze wind 8.2
elephant mammal 9.72
laugh cry 1.03
vocabulary speech 6.92
beginning end 2.57
spin turn 8.33
octopus creature 9.45
life existence 8.63
lime fruit 9.7
pike spike 5.7
rabbit animal 10.0
break shatter 5.55
violin fiddle 5.28
mammal dolphin 1.07
poem sonnet 3.03
fraternity group 8.72
guitar instrument 9.87
man primate 9.45
alley street 8.93
headache symptom 8.78
coleslaw salad 5.52
shrimp seafood 10.0
bicycle vehicle 8.0
scrap piece 7.17
nun softball 0.13
egg architecture 0.55
son child 8.93
division group 6.83
stream line 2.05
signal stoplight 2.95
person nomad 2.57
penguin animal 9.58
transplant move 8.47
scalpel tool 9.58
strawberry blueberry 1.42
architecture water 0.0
cigarette tobacco 6.53
boy kid 9.03
pyramid shape 9.37
defense offense 3.58
digit number 6.95
cheese butter 1.42
arrow wound 0.5
furniture chair 1.67
beam support 9.28
kid goat 6.52
lieutenant courage 0.9
tablet pill 6.53
allow return 1.8
airplane cannon 0.77
worker labor 3.03
disease cancer 1.42
fluid water 2.78
quill porcupine 2.43
salesman person 8.75
mother woman 8.22
relationship relation 4.62
antler deer 1.28
leave control 1.78
oven appliance 9.83
hamburger sandwich 7.5
monkey humor 0.83
recliner seat 7.88
pretend dunk 0.3
clam seafood 9.33
freckle spot 8.05
cat appearance 1.0
animal elephant 1.67
barley herb 2.17
symptom disease 1.42
understand accept 4.08
noon day 4.25
universe world 2.57
starboard toilet 0.25
hundred number 10.0
salary wage 8.1
week month 1.03
antidote cure 9.1
professor faculty 6.28
lobby silk 1.0
cashew nut 8.0
music sound 9.4
husband snake 0.55
robber darkness 1.43
sculpture drawing 1.15
glance stare 3.5
figure statue 4.85
comment answer 6.67
biology science 10.0
suspect think 4.67
athlete jock 7.03
crayon marker 5.72
sickness health 4.1
professor professional 8.58
peanut nut 9.55
parent ancestor 7.0
chair furniture 10.0
ewe sheep 7.63
hitchhike travel 6.67
evaluate reflect 6.8
chapel temple 7.27
swear promise 8.08
subtract multiply 1.15
mansion home 9.03
lieutenant captain 2.5
armor attic 0.13
army democracy 1.53
gander bird 6.67
smog achievement 0.83
sympathy feeling 10.0
rape crime 9.83
seafood fish 2.78
glass cup 7.38
swim run 0.92
trance state 9.1
author creator 9.17
operate control 9.17
lease contract 8.2
biscuit food 9.62
existence life 6.67
outside inside 0.38
grace goodness 5.92
cord line 5.48
director supervisor 8.47
ankle joint 8.47
teacher professional 9.48
pitcher catcher 2.0
lemon tree 5.75
stretch pull 6.78
guilt feeling 9.33
fault failure 4.45
strength ability 8.17
gossip rumor 5.0
jealousy feeling 9.3
reject deny 7.33
orchid flower 9.87
concert performance 9.48
fraud deception 9.52
brother relation 9.48
pun humor 8.05
stocking pantyhose 7.57
appliance dishwasher 1.5
instrument guitar 0.3
automobile vehicle 9.58
soil earth 6.83
father son 2.63
nose face 1.67
jack card 8.67
liver organ 9.87
attendance appearance 5.37
pluto planet 8.33
anatomy human 3.05
occupation job 6.22
sonnet poem 8.97
puddle water 5.7
build create 8.68
point score 8.33
copper brass 3.97
payment rent 4.03
property possession 7.43
head arrow 1.67
communication language 5.38
ham food 9.88
umbrella protection 7.33
intestine stomach 2.05
sand beach 4.75
tell testify 6.82
snooze nap 7.82
cut injury 8.0
pancake waffle 2.82
flush rinse 6.07
shoulder elbow 1.53
admit buy 0.45
grit courage 6.8
crunch break 7.92
ape primate 9.72
exercise activity 9.4
harp instrument 9.87
ground land 7.88
vault chamber 8.58
bone jaw 1.82
choir group 8.72
reserve keep 6.82
autumn season 9.77
flower offense 0.63
chamber fairytale 0.9
pizza food 10.0
canary bird 10.0
container flask 1.83
basketball sport 10.0
look squint 3.62
pink purple 1.53
fireplace chimney 2.73
rearrange move 8.05
kill smother 2.37
jaw bone 8.18
shower rain 6.03
tenor singer 9.08
testify tell 7.63
group gang 5.67
typhoon storm 9.87
talk debate 6.67
math domain 1.67
bristle brush 3.85
rung ladder 2.43
clay brick 5.33
dirt grime 7.7
parade march 7.7
ape beast 8.48
acid shell 0.0
flashlight lamp 5.92
princess prince 2.83
country region 4.0
knowledge instinct 3.33
parent family 6.67
desire separate 0.28
sip drink 8.2
jewel gem 6.8
dilemma confusion 5.9
jewel ring 4.03
herb food 6.67
commander leader 8.72
squad team 9.4
release hold 2.3
server waitress 6.42
foe enemy 9.72
castle home 8.67
honey sugar 5.67
politician senator 2.97
ceremony graduation 3.0
noun word 9.4
understanding knowledge 7.27
broth food 9.87
courage grit 5.0
flour dough 0.3
eagle bird 9.83
walkway sidewalk 8.47
sandal shoe 9.67
street boulevard 3.85
wrist arm 0.15
chimney swan 0.48
president leader 9.03
wall department 0.67
value amount 5.97
swap change 6.95
corpse body 7.3
igloo hut 7.95
tool screwdriver 1.8
structure architecture 5.33
rhyme poem 7.22
peace war 0.13
graft piece 3.83
tongue throat 0.45
ray beam 8.18
pull tow 5.6
follower leader 0.55
letter sign 1.82
cavity tooth 2.27
doorway entrance 9.3
jesus lord 6.8
mate partner 8.18
poverty discipline 0.75
cotton material 9.62
renounce defeat 4.1
saturn planet 8.93
pint measure 9.7
joint elbow 1.07
missile rocket 6.67
ritual event 7.73
supper meal 8.57
tow move 7.37
glove mitten 3.08
unite divide 1.67
grove group 3.58
heel boot 1.33
proprietor person 8.47
veal food 8.97
impression act 6.0
stage platform 9.4
stick stalk 3.0
sister relation 9.08
state region 8.33
remedy cause 1.03
bump grind 1.67
person cashier 1.67
creek brook 4.45
poison venom 4.58
kingdom territory 9.27
assume judge 6.15
assignment homework 8.33
descend create 1.83
lieutenant officer 7.3
pain symptom 8.85
hold control 4.08
veer turn 7.3
department organization 4.83
cabbage food 10.0
competence capability 5.67
mom parent 9.72
shelf closet 2.18
nylon material 9.75
task duty 6.53
father fiddle 0.52
dive swim 6.92
home palace 2.95
borrow bother 1.28
number eight 1.07
perch roost 6.0
politician governor 3.68
meeting conference 4.83
selection choice 8.03
poet person 7.78
atmosphere killer 1.8
appear happen 2.43
caption heading 5.0
diary journal 8.33
wait seize 0.38
piano instrument 9.87
coach carriage 6.43
caffeine coffee 2.43
feeling ecstasy 2.0
cavern cave 8.47
scallop food 9.82
frustrate irritate 7.7
circle shape 10.0
plant flower 4.23
ceremony blade 0.92
catastrophe tragedy 7.85
reason intellect 7.7
restroom toilet 5.77
blade mower 2.3
explorer scientist 5.55
craft knitting 3.03
keyboard typewriter 4.77
committee group 8.5
repentance remorse 7.63
morning intelligence 0.28
hinge gate 2.98
tangerine nucleus 0.52
filth dirt 7.22
agency group 6.15
prank joke 7.95
sausage food 9.67
ivy plant 9.0
corporation business 8.97
editorial newspaper 3.33
safety insurance 4.55
limit boundary 7.43
procedure operation 6.12
unit group 6.92
valve heart 2.17
acknowledge ignore 0.83
component element 3.85
bench seat 9.7
beverage beer 0.67
boat ship 7.0
tongue mouth 0.75
accept restore 1.15
persuade change 7.4
absence presence 3.97
hydrogen helium 0.83
amount quantity 7.83
oxygen gas 9.48
trauma injury 8.33
urge suggest 6.28
waterfall river 2.88
exercise work 5.0
shadow light 2.82
pea vegetable 7.85
scent fragrance 5.92
crew gang 5.77
front rear 0.5
crab animal 7.27
furniture bed 2.63
wick candle 1.83
catch capture 6.52
adjective verb 0.92
illness health 3.2
alligator animal 9.75
casket coffin 7.43
building construction 9.3
monk adversary 0.6
violin instrument 9.87
clam food 8.2
mother adult 8.33
plane craft 9.07
squint look 7.82
tuxedo dress 3.67
crow bird 10.0
safety danger 0.42
note sorority 0.45
lingerie underwear 9.5
tomorrow yesterday 2.22
mushroom monster 0.15
passage grasshopper 0.0
canary feather 0.7
shrimp lobster 3.48
beef cattle 6.67
employment work 8.08
geometry math 9.1
soil ground 7.7
ceremony funeral 2.92
milk liquid 9.87
clay pottery 6.67
bet wager 7.08
blossom kangaroo 0.25
ruby emerald 1.67
limb extremity 7.3
corpse throne 0.13
bathtub bathroom 2.05
leather suede 3.62
describe explain 7.17
urge tell 4.33
unload remove 7.42
professor staff 7.58
develop make 7.43
gas car 1.03
dominate control 7.43
cop officer 8.67
flower plant 9.45
bang noise 9.1
vinegar acid 7.92
show tell 4.4
material nylon 1.42
hedge fence 6.53
four two 0.45
blockade barrier 9.83
aardvark animal 9.87
astronomy science 9.87
prince royalty 9.85
celery vegetable 9.72
geyser fountain 7.67
hammer tool 10.0
vanish fade 6.92
break explain 0.9
adjective word 9.62
earring ring 2.83
dolphin fish 4.23
softball sport 9.55
turkey meat 9.67
parsley sage 0.72
youth group 7.43
squash vegetable 9.62
hatchet ax 7.88
wisdom knowledge 8.08
package box 5.3
water ice 3.47
opening entrance 6.15
yogurt food 9.62
supermarket grocery 3.93
axon neuron 4.7
loft house 4.1
fury anger 8.0
club group 8.2
peach pear 0.72
slime goo 7.0
worker mechanic 2.18
width height 1.9
knife sword 5.17
stethoscope instrument 9.33
university school 9.62
ghost spirit 8.33
clove plant 8.47
talent ability 5.67
language communication 8.93
mammal animal 10.0
explorer navigator 7.63
beverage soda 1.03
fin fish 0.55
diner restaurant 9.25
flask bottle 8.83
talk advise 5.9
design draw 5.63
aroma sleeve 0.17
deteriorate forget 3.85
gulp swallow 9.05
dawn day 4.5
mud religion 0.13
fish shark 1.33
police authority 8.33
learn judge 1.28
scramble mix 7.43
jewelry ring 2.78
dinner food 4.85
chess game 9.37
joker card 9.25
plum pear 0.3
dinosaur creature 8.33
add subtract 0.77
spike shoe 3.62
lip mouth 3.08
appliance microwave 3.33
computer machine 9.83
detach separate 8.18
child daughter 2.78
shift change 8.48
clue evidence 7.95
giggle laugh 8.63
hockey sport 10.0
product sum 5.38
floor ground 7.82
lung organ 9.58
human encyclopedia 1.5
possum animal 9.88
art sculpture 2.95
invent create 9.4
nine number 9.08
flashlight agency 0.52
ape mammal 9.87
calculus math 10.0
game event 5.9
catcher player 7.73
cure treatment 5.97
succeed fail 0.77
restore break 0.63
gauge measure 6.15
mother father 1.15
employee employer 0.9
raccoon animal 9.55
prestige status 6.07
happening linen 0.15
jigsaw tool 7.78
pickle food 8.78
puberty youth 5.97
bass fish 9.62
freeway road 9.25
girl boy 0.17
suitcase luggage 9.87
star galaxy 1.67
unload move 6.22
homework work 8.2
horse mammal 10.0
truck vehicle 9.23
gauge sidewalk 1.12
wipe catch 0.75
sway move 7.95
excise tax 6.5
sample example 6.43
magazine publication 8.03
foot inch 3.47
elephant officer 0.38
feeling anxiety 2.0
bagel food 10.0
erupt explode 7.82
sunrise sunset 0.75
staff group 6.28
silk material 9.87
mammal elephant 0.55
inability ability 2.88
leg extremity 5.6
chime bell 5.17
pecan nut 9.88
compute calculate 8.33
allow attach 1.67
microwave appliance 10.0
south north 0.33
grasshopper cricket 2.88
diameter length 6.67
ruler dictator 6.22
swallow sell 0.15
grape food 9.83
task chore 7.17
device phone 2.3
reap gain 6.53
driver antler 0.25
rose wine 7.5
sentence judgment 7.22
corn food 9.37
monster beast 8.67
glass crystal 4.72
mix compound 5.0
cure remedy 7.82
banjo guitar 6.67
mayonnaise food 9.23
sport ax 0.15
corporal officer 8.0
lid eye 1.8
hug hold 8.72
throw toss 7.83
separate divide 8.58
touch pinch 2.18
wolf animal 9.87
educate inform 7.95
sculpture art 9.37
caravan vehicle 8.33
producer maker 7.6
sport activity 9.33
ice glacier 3.58
drawer chest 2.17
feather bird 0.45
leg knee 2.05
pull push 0.9
set swing 1.38
response answer 8.88
tin aluminum 2.62
cricket animal 6.52
bother affect 6.95
violin cello 2.58
tug pull 7.95
console comfort 9.52
doughnut food 9.7
water air 0.83
society group 7.27
kill destroy 8.62
hide develop 0.33
hold hug 6.25
flu sickness 9.25
prism shape 7.5
knowledge foresight 4.33
umbrella ice 0.13
lecture speech 8.63
food barley 2.05
leg thigh 1.15
hammer pound 4.23
nephew niece 0.83
throat neck 3.33
tell recommend 4.72
suggestion hint 7.03
wheat cereal 7.63
heel thigh 0.15
hold hamper 2.43
crocodile animal 10.0
psychology science 8.78
flip jump 6.0
luggage suitcase 3.78
witch woman 5.42
judgment verdict 7.57
screwdriver tool 10.0
creek water 4.72
lion tiger 2.12
tombstone grave 7.5
wool cloth 8.0
speaker person 7.08
lord lady 2.17
tell suggest 5.48
rifle gun 9.83
yolk egg 2.0
earring jewelry 9.7
clue hint 7.43
submarine ship 5.9
night day 2.37
person climber 3.0
newspaper medium 6.8
concert event 9.55
food pie 1.53
ledge shelf 7.17
avenue road 8.05
